Sample	Error rate: mismatches (NM) / bases mapped (CIGAR)	Non-primary alignments (millions)	Reads Mapped in the bam file (millions)	% Mapped Reads	% Properly Paired Reads	% of Reads that are Ambiguously Placed (MapQ=0)	Total sequences in the bam file (millions)
SORT-340	6.101963	0	0.035237	99.29271866546439	39.57394048692516	46.875	0.035488
SORT-341	6.906191000000001	0	0.030233	99.00124435130002	84.06575414237999	34.29170214159408	0.030538
SORT-342	6.095293	0	0.028634	99.27882948477914	39.477151376464874	46.62298037584079	0.028842
SORT-343	6.581954	0	0.029252	99.32092896917017	47.92883335596903	38.136629091402966	0.029452
SORT-344	6.192454	0	0.0404	99.21901861584557	42.76241465690849	42.52910260818311	0.040718
SORT-345	5.077722	0	0.045946999999999995	99.78499761108456	23.693697606741086	60.207184120227595	0.046046
SORT-346	6.151612	0	0.042864	99.06628455209393	39.67366182860312	46.05250993806046	0.043268
SORT-347	6.538114	0	0.035047999999999996	99.06721691446661	45.80247611509978	40.276442987167165	0.035378
SORT-348	6.6411620000000005	0	0.038048	99.1866527632951	46.715328467153284	39.01720542231491	0.03836
SORT-349	6.147896	0	0.040505	99.25749852970006	37.42403450303862	47.18192511272299	0.040808
SORT-35	5.360983	0	0.034612	99.02157120787321	28.609029009555414	56.40556159523946	0.034954
SORT-350	6.363391	0	0.044296999999999996	99.12504475474401	49.252595775152166	39.53857858933047	0.044688
SORT-351	6.292446999999999	0	0.043539	99.25907349990881	45.12128396863031	41.0815247127485	0.043864
SORT-352	5.410454	0	0.03729	99.1070004783926	28.985276138840167	55.75399989369053	0.037626
SORT-353	4.966291	0	0.040074	99.66177567769212	22.521760756030837	62.18353643372295	0.040209999999999996
SORT-354	6.238878	0	0.041613	99.34348739495799	42.74255156608098	42.606474407944994	0.041887999999999995
SORT-355	6.374224000000001	0	0.039006	99.37834394904459	42.91974522292993	42.44076433121019	0.03925
SORT-356	6.108408	0	0.032345	99.24214531173294	38.41433480608739	46.36107020127639	0.032591999999999996
SORT-357	5.825631	0	0.033739	99.0342843724316	32.74040154984149	52.27486204062464	0.034068
SORT-358	5.195721	0	0.0040409999999999995	91.63265306122449	76.05442176870748	37.89115646258504	0.00441
SORT-359	6.195894	0	0.045336999999999995	99.2578159208337	82.0168140817935	38.304580085821875	0.045676
SORT-36	4.8609800000000005	0	0.000053	7.381615598885793	0	5.153203342618385	0.000718
SORT-360	5.416297	0	0.042974	99.19671298647339	27.067079082221507	56.816398134896815	0.043322
SORT-361	4.8751500000000005	0	0.038158	99.76469357874922	17.66889772014223	62.93139510562644	0.038248
SORT-362	5.013973	0	0.041009	98.5508987791983	20.037489185811786	64.7217148899356	0.041611999999999996
SORT-363	5.382207	0	0.03517	98.92551755175518	24.105535553555356	57.946107110711075	0.035552
SORT-364	5.256012	0	0.036881	98.98282340311326	23.47289318303811	58.04347826086956	0.03726
SORT-365	5.969504	0	0.031007999999999997	99.21290074870417	32.84699558456518	51.42061816087541	0.031254
SORT-366	5.414949	0	0.031229	97.46270519942576	24.24318082516697	56.8160539292179	0.032042
SORT-367	5.340897	0	0.037591	99.24754461928399	23.58221565107192	58.152920054916045	0.037876
SORT-368	5.651006	0	0.040069	98.80406371751245	33.00290970064606	50.47097696897963	0.040554
SORT-369	3.5569990000000002	0	0.021335	99.75219749392183	91.11651393304658	42.664110716289514	0.021388
SORT-37	5.906224	0	0.029035	99.2785338165903	38.165903029474116	47.10387745332695	0.029245999999999998
SORT-370	5.328523000000001	0	0.02758	95.92376182526434	24.71480244852532	54.37534780189204	0.028752
SORT-371	5.182009	0	0.036478	98.5252808988764	30.94749351771824	54.38094209161625	0.037024
SORT-372	5.660631	0	0.040575	99.43878051171454	29.952945789628465	52.57572786981668	0.040804
SORT-373	5.993393	0	0.0387	99.16465945779737	40.48582995951417	45.42868856659663	0.039026
SORT-374	5.478835	0	0.042192	99.07016060862215	27.9750164365549	53.099464637926175	0.042588
SORT-375	5.637341	0	0.025761	98.89059500959692	29.220729366602686	52.76391554702495	0.02605
SORT-376	4.931663	0	0.036921999999999996	98.85408299866131	17.311914323962515	65.38688085676037	0.03735
SORT-377	4.262312	0	0.020829999999999998	99.47468958930277	9.312320916905444	77.96084049665711	0.02094
SORT-378	1.818745	0	0.0019979999999999998	81.68438266557645	78.90433360588716	68.60179885527393	0.002446
SORT-379	6.135802	0	0.00044199999999999996	16.55430711610487	11.161048689138577	8.089887640449438	0.00267
SORT-38	5.876986	0	0.035887999999999996	99.43477779009199	37.58727695888285	47.24592707525213	0.036092
SORT-380	5.590316	0	0.029543999999999997	98.76312094671391	28.11392658955673	54.603195828040384	0.029914
SORT-381	2.1902	0	0.0042569999999999995	83.11206559937524	75.1269035532995	58.51229988285825	0.005122
SORT-382	4.185371	0	0.009722999999999999	71.22033401699385	65.5728098447114	25.97421623205391	0.013652
SORT-383	3.99041	0	0.019212999999999997	98.30638559148588	10.97011870650839	74.65718379042161	0.019544
SORT-384	3.4934439999999998	0	0.009942	96.73088149445418	94.14282934423039	20.470908737108388	0.010277999999999999
SORT-385	4.4545	0	0.027975999999999997	99.06515580736543	7.110481586402266	77.45042492917847	0.028239999999999998
SORT-386	5.179207	0	0.039027	96.45823035096392	25.477014335145824	57.56549678695008	0.040459999999999996
SORT-387	5.341041	0	0.040188999999999996	96.65464165464167	24.362674362674362	55.98124098124097	0.04158
SORT-388	4.9867870000000005	0	0.034908999999999996	94.1857327865314	56.642564213252754	58.331534642780056	0.037064
SORT-389	5.554112	0	0.042374999999999996	97.82759257549174	27.006187090220703	53.84153661464586	0.043316
SORT-39	6.011698	0	0.044922	98.95585514142215	40.210591241519076	43.7769847563662	0.045396
SORT-390	4.9230540000000005	0	0.03683	96.50455927051672	67.12608741222094	55.817000314432455	0.038164
SORT-391	5.234398	0	0.039298	96.3422407452807	29.865163030154452	55.12380485413091	0.04079
SORT-392	3.936874	0	0.012626	80.03296146044624	72.60395537525355	30.191430020283978	0.015776
SORT-393	4.557775	0	0.034919	99.36543167719537	11.023846110067726	70.98912981617438	0.035142
SORT-394	3.9486529999999997	0	0.00031499999999999996	8.663366336633663	0.44004400440044	6.6006600660066	0.003636
SORT-395	5.296843	0	0.028474	97.67425905598243	21.212952799121844	58.41794731064765	0.029151999999999997
SORT-396	6.264104	0	0.038793999999999995	98.43194966000203	80.73683142190195	40.251699989850806	0.039411999999999996
SORT-397	5.490962	0	0.029037999999999998	97.4887531054858	76.5191700799033	46.94823071241523	0.029786
SORT-398	5.775093	0	0.035435	97.9462656863287	79.31339488086682	44.264470119962404	0.036178
SORT-399	5.386135	0	0.043018999999999995	97.7926801545806	31.06615139804501	53.35303478063196	0.04399
SORT-4	5.853226	0	0.038831	99.40863243049512	38.354410936459985	46.49019507449695	0.039062
SORT-40	5.745696000000001	0	0.037959	99.29113261836254	36.97619670415904	47.88909233586189	0.03823
SORT-400	5.28219	0	0.016366	70.16205093029238	22.24984995284232	39.58244019549001	0.023326
SORT-401	3.607973	0	0.0006659999999999999	86.26943005181347	0	76.16580310880829	0.000772
SORT-402	5.529701	0	0.044522	97.64453022194928	32.7090095622423	52.80068427055005	0.045596
SORT-403	5.4300239999999995	0	0.030851	97.62974683544304	32.063291139240505	53.129746835443036	0.031599999999999996
SORT-404	4.896151	0	0.014463	87.68643142961076	9.991512064993332	64.62349945434703	0.016493999999999998
SORT-405	5.4510179999999995	0	0.039434	98.24115595416045	72.60587942202292	49.299950174389636	0.040139999999999995
SORT-406	5.5719650000000005	0	0.035072	97.76984834968778	77.90477252453168	45.64005352363961	0.035872
SORT-407	5.39231	0	0.037165	95.82559818481849	23.57157590759076	54.37551567656765	0.038784
SORT-408	5.174669	0	0.040718	97.02616403755421	69.060668159939	55.63551446408997	0.041965999999999996
SORT-409	4.812816000000001	0	0.042016	99.57813907190595	70.02891406361094	57.4584064084941	0.042193999999999995
SORT-41	4.832796999999999	0	0.040619999999999996	99.68098159509202	22.94969325153374	60.34355828220859	0.04075
SORT-410	5.433703	0	0.034404	90.93408045673203	71.68155627213618	44.32785325368716	0.037834
SORT-411	5.405951	0	0.033186	97.45683072947257	74.18066486549982	51.06014331023141	0.034052
SORT-412	5.481044	0	0.042577	96.93775328992305	73.95382723919676	46.62355994717909	0.043921999999999996
SORT-413	5.46979	0	0.039716999999999995	98.02793957942542	71.25580017770757	50.49116398459867	0.040515999999999996
SORT-414	5.6610059999999995	0	0.045783	98.37344220025784	79.89256553502364	44.97206703910614	0.04654
SORT-415	5.112794	0	0.036049	94.55723428811248	68.81229671597944	51.23281922148778	0.038124
SORT-416	5.505841	0	0.033735999999999995	97.3565739351264	78.02724229481703	46.31478702527993	0.034651999999999995
SORT-417	4.712621	0	0.047471	99.5950822423632	12.420275260154416	66.64358845250084	0.047664
SORT-418	5.441341	0	0.034367	96.77028777383568	77.02314580165569	47.558709241425916	0.035514
SORT-419	5.461747	0	0.029935999999999997	97.34018339077844	76.2372374325291	46.66710021460623	0.030754
SORT-42	5.616957	0	0.044309999999999995	99.27409598064256	35.87847829009275	48.84393063583815	0.044634
SORT-420	5.616155	0	0.027659999999999997	95.9217644610903	79.74060202524622	43.84796781800527	0.028835999999999997
SORT-421	5.506914	0	0.039291	97.47209129248326	73.54006450012403	48.682709005209624	0.04031
SORT-422	5.810395	0	0.047929	97.6468910439247	79.3496862521392	42.72675413576726	0.049083999999999996
SORT-423	5.67258	0	0.044657999999999996	97.40021810250818	74.3206106870229	44.6782988004362	0.045849999999999995
SORT-424	5.542527	0	0.038402	94.99802097763704	33.22283791806848	49.33455373045715	0.040424
SORT-425	4.860272999999999	0	0.036855	99.60810810810811	23.675675675675674	62.3027027027027	0.037
SORT-426	5.0678790000000005	0	0.039458	92.82488002258398	63.79975534017126	52.653618142467295	0.042508
SORT-427	5.788018	0	0.033145	96.81329594578806	78.44958523191961	42.683140553803014	0.034235999999999996
SORT-428	5.896255999999999	0	0.02777	89.05778975049708	75.15233147328587	37.05022128150856	0.031181999999999998
SORT-429	7.2070549999999995	0	0.000088	88	52	34	0.00009999999999999999
SORT-43	5.753363	0	0.044659	99.22458229648062	35.96249555634554	48.318076786349096	0.045008
SORT-430	5.935944	0	0.046002999999999995	98.41898078815626	43.609601643061914	43.710153609173766	0.046742
SORT-431	5.740982	0	0.04144	97.5885455915599	32.52637528259231	50.73709495101733	0.042463999999999995
SORT-432	5.882558	0	0.035486	98.43550624133148	33.447988904299585	48.49098474341193	0.03605
SORT-433	4.8834740000000005	0	0.032084	99.62118859839781	19.57399242377197	62.67776190771905	0.032206
SORT-434	5.711707	0	0.043532999999999995	97.28914316363473	38.76994591695347	47.31596120323604	0.044746
SORT-435	5.625617	0	0.036185999999999996	97.75772638858872	27.226064404581802	55.92986816511779	0.037016
SORT-436	6.107168000000001	0	0.040959999999999996	97.23672965530339	34.73554268350584	47.48361978919381	0.042123999999999995
SORT-437	6.283113	0	0.03516	97.9933110367893	46.03678929765886	41.647157190635454	0.035879999999999995
SORT-438	5.96432	0	0.047799	98.7827560552203	42.81226750433992	45.089691659089034	0.048388
SORT-439	3.922592	0	0.013372	81.91619701053664	5.439843175692232	69.33962264150944	0.016323999999999998
SORT-44	6.821503	0	0.036171	99.3435869266685	57.63251853886295	32.76297720406482	0.03641
SORT-440	4.088467	0	0.02285	96.66638463490989	88.78923766816143	37.66816143497758	0.023638
SORT-441	4.220402999999999	0	0.039418	98.72764614536894	7.744327004959175	78.40254470770927	0.039925999999999996
SORT-442	5.680683999999999	0	0.043945	98.02587552977916	29.993308052643318	51.07294222618782	0.044829999999999995
SORT-443	6.187887	0	0.032612999999999996	97.86052931644961	34.84966692672388	46.26417811918622	0.033326
SORT-444	6.642528	0	0.040153	98.31782566111656	85.24975514201762	31.787463271302645	0.04084
SORT-445	5.767262	0	0.034349	97.9832268370607	37.368781378366045	50.704586946599726	0.035056
SORT-446	5.643228000000001	0	0.047184	98.32048343404875	29.872890185455304	52.1629506147114	0.04799
SORT-447	5.730289	0	0.03247	97.94871794871794	32.26546003016591	50.37707390648567	0.03315
SORT-448	3.8148250000000004	0	0.015783	90.46772899231915	5.250487217700332	78.35033818640376	0.017446
SORT-449	3.343905	0	0.029508	98.6164026468819	4.458258137825012	85.51233206336475	0.029921999999999997
SORT-45	6.998289000000001	0	0.000512	96.60377358490567	60.37735849056604	32.264150943396224	0.00053
SORT-450	5.520766	0	0.021033	97.04253944818677	27.092368736735256	54.84451416443665	0.021674
SORT-451	5.629125	0	0.033274	98.2983751846381	29.9615952732644	51.429837518463806	0.03385
SORT-452	5.695176	0	0.031180999999999997	97.50156347717324	27.692307692307693	54.67792370231395	0.03198
SORT-453	5.4424779999999995	0	0.043823	98.05996867308122	25.446408592526293	57.4871335869322	0.04469
SORT-454	5.597632	0	0.050279	98.82267384724243	27.473564212429736	55.261606195212075	0.050878
SORT-455	5.70939	0	0.034255	98.50184034966644	32.47066942719117	49.63768115942029	0.034776
SORT-456	3.963564	0	0.008520999999999999	84.0998815633636	75.06908803789972	68.4761152783261	0.010132
SORT-457	4.788718	0	0.036295	99.62942629700797	18.1388965138622	63.79906670326654	0.03643
SORT-458	5.467967	0	0.03101	94.7680459629607	24.503392213189905	55.45810158303283	0.032722
SORT-459	5.9278900000000005	0	0.040109	98.01329358291385	33.06290015150775	49.29622208103221	0.040922
SORT-46	5.393291	0	0.036753999999999995	98.84890538432575	30.261954709267926	54.418804798020545	0.037182
SORT-460	5.122561	0	0.033894	96.6356845526601	23.35633232593944	57.27319381878314	0.035074
SORT-461	5.649867	0	0.040275	97.54650261577214	28.47800813795776	53.291513272621586	0.041288
SORT-462	5.079954	0	0.041666999999999996	97.74561321197335	23.257014169090738	59.35066153701792	0.042628
SORT-463	5.224482	0	0.021554	96.59406650533298	20.919602043560097	61.817692928206505	0.022314
SORT-464	5.315393	0	0.038447999999999996	97.73258769700051	28.246059989832233	52.92323335027961	0.03934
SORT-465	5.4010370000000005	0	0.002324	85.88322246858833	0	63.340724316334075	0.002706
SORT-466	5.421671	0	0.033492	97.07826086956521	27.443478260869565	54.24347826086956	0.034499999999999996
SORT-467	5.670776	0	0.044688	98.10326659641728	31.70003512469266	49.19652265542677	0.045551999999999995
SORT-468	5.4078599999999994	0	0.035377	98.06242377203681	30.352588978822485	52.12052333961636	0.036076
SORT-469	6.122466	0	0.037254999999999996	98.52171153541016	36.457396731369336	47.81826836621357	0.037814
SORT-47	5.9943290000000005	0	0.033055	99.19277397671348	41.88572800384108	42.4198775657184	0.033324
SORT-470	5.650663	0	0.040747	97.29000525285325	32.68707320567309	49.80421183324579	0.041881999999999996
SORT-471	5.588291	0	0.030372	98.33581557987438	30.965485980703235	51.94910315353235	0.030886
SORT-472	3.6805049999999997	0	0.016852	94.26110303165902	4.430025729947421	83.0685759033449	0.017877999999999998
SORT-473	4.4893089999999995	0	0.0254	99.39735462158566	11.794630977537764	71.16694059638414	0.025554
SORT-474	4.6085210000000005	0	0.029882	91.22046522986751	43.537456499175775	62.84876976616399	0.032757999999999995
SORT-475	4.754228	0	0.026019999999999998	94.12530748082767	20.58312834611489	64.27434524670814	0.027644
SORT-476	3.114867	0	0.005442	75.98436191008098	71.99106394861771	21.195196872382017	0.007162
SORT-477	5.198946	0	0.038513	98.44836400817995	24.92331288343558	56.68967280163599	0.039119999999999995
SORT-478	4.376363	0	0.023785	96.29554655870444	7.514170040485831	75.87044534412955	0.0247
SORT-479	5.097336	0	0.023115999999999998	97.61824324324324	21.993243243243242	60.836148648648646	0.02368
SORT-48	5.5936960000000004	0	0.041775	99.40748143917762	34.30896630496859	50.159432705120885	0.042024
SORT-480	4.378153	0	0.033853	96.77262592190269	8.312846606826369	77.24258189926248	0.034982
SORT-481	4.540078	0	0.030104	99.53709826742494	15.831239254066922	68.02010316095755	0.030244
SORT-482	5.509242	0	0.031479	90.99028789455429	31.25794889582611	45.892588738582496	0.034596
SORT-483	5.758341	0	0.026261	96.60462036492055	35.41053560918187	46.95041200706298	0.027184
SORT-484	5.939919	0	0.029932	97.52378469959598	37.29310569529519	46.0738954776489	0.030691999999999997
SORT-485	5.900834	0	0.030081	98.20122747453644	35.753460433533554	46.93784277879342	0.030632
SORT-486	6.0572029999999994	0	0.029738999999999998	98.25877221965241	41.28064494812661	41.76964250313884	0.030265999999999998
SORT-487	5.940994	0	0.029372	98.35911861228317	37.56613756613756	46.37331725939321	0.029862
SORT-488	5.5506079999999995	0	0.031018999999999998	97.3725514816675	34.57433450527373	47.61426418884982	0.031855999999999995
SORT-489	4.67652	0	0.027146	99.58911145351823	15.019443833003155	66.05033384694401	0.027257999999999998
SORT-49	5.542085	0	0.000034	13.600000000000001	0	10.8	0.00025
SORT-490	5.640382	0	0.033950999999999995	95.96099491237987	31.876766534765405	49.765404183154324	0.03538
SORT-491	5.547871	0	0.03547	98.03758982863461	31.12769485903814	50.51133222775014	0.03618
SORT-492	5.964408000000001	0	0.036532999999999996	97.27088769370042	33.361733851642796	48.25869322115129	0.037558
SORT-493	5.942265	0	0.033174999999999996	98.337087977235	37.182831396727536	46.08430163623429	0.033735999999999995
SORT-494	6.162242	0	0.034266	98.05414067418302	37.28037543638757	44.319807703313685	0.034946
SORT-495	5.902139	0	0.03142	98.57564158875573	36.958022212461564	45.89320449268997	0.031874
SORT-496	5.571019	0	0.013082	81.07337630143778	26.772434308378777	43.28210213187903	0.016135999999999998
SORT-497	4.8237000000000005	0	0.035387	99.69292314627	20.79107505070994	61.57876943881001	0.035496
SORT-498	5.3948540000000005	0	0.04546	94.7991825499437	25.716311465154106	54.16232222546608	0.047954
SORT-499	5.743124	0	0.037513	98.41798719697765	35.370972819813204	47.68338755378319	0.038116
SORT-5	4.755874	0	0.035267	99.04791327304386	17.873392124922766	67.5644554288603	0.035606
SORT-50	4.714645	0	0.0013469999999999999	55.569306930693074	1.8976897689768977	35.18976897689769	0.002424
SORT-500	5.853886	0	0.033652	96.51809786037974	36.99879538805713	45.27046406241037	0.034866
SORT-501	4.781017	0	0.000448	13.767670559311618	0	9.86478180700676	0.003254
SORT-502	6.010894	0	0.034089999999999995	97.94851166532582	38.51856108493277	45.25054591426273	0.034804
SORT-503	5.826093999999999	0	0.034455	97.91690348982608	35.381380015914516	46.69205410935546	0.035188
SORT-504	6.035855	0	0.038006	97.83257825370676	40.39847611202636	43.49258649093905	0.038848
SORT-505	4.8249439999999995	0	0.03092	99.69048233169977	21.96285787980397	60.836342532886256	0.031016
SORT-506	5.561037	0	0.044404	96.15834380007796	32.16250162415003	49.27238078738793	0.046178
SORT-507	5.761151	0	0.035183	98.16685267857143	36.177455357142854	47.377232142857146	0.03584
SORT-508	6.147159	0	0.033483	97.1986762656758	41.63376683697167	41.5611936832327	0.034448
SORT-509	6.411605	0	0.036594999999999996	98.43186830921513	46.82339017698639	37.454946473721016	0.037177999999999996
SORT-51	5.427742	0	0.036504999999999996	99.133717140995	32.21268737779709	51.955246578318494	0.036823999999999996
SORT-510	6.117623	0	0.032806	98.15690263898031	38.18442941774879	45.072108192208724	0.033422
SORT-511	5.914601	0	0.037686	96.64563779042929	36.89798430527774	44.92229573780582	0.038994
SORT-512	5.581601	0	0.030497999999999997	92.31747184889213	30.796706623077853	48.52887758808572	0.033035999999999996
SORT-513	4.833455	0	0.041680999999999996	99.57238413760153	21.6292403248925	60.363115145723846	0.04186
SORT-514	5.473062	0	0.030469999999999997	86.58709860755897	25.120772946859905	48.30065359477124	0.03519
SORT-515	5.608755	0	0.042702	95.51310727386597	33.30500134204169	47.128030777489485	0.044708
SORT-516	6.14903	0	0.031451	96.04531851218469	36.79838758932389	44.249679350149634	0.032746
SORT-517	6.078806	0	0.036219	98.33034696204594	39.892490633653686	43.337677146115	0.036834
SORT-518	6.4379800000000005	0	0.036085	98.08905077742742	50.038055887789504	37.721539632488856	0.036788
SORT-519	5.8986089999999995	0	0.036653	97.22281167108753	38.51458885941644	44.35013262599469	0.0377
SORT-52	7.372081	0	0.040255	99.51792336217552	89.13720642768851	25.634116192830653	0.04045
SORT-520	5.730245	0	0.034949	96.4216741157645	33.61474369585609	48.0770291894278	0.036246
SORT-521	4.80967	0	0.025706999999999997	99.5700673948408	20.86141451700364	61.80184367495546	0.025817999999999997
SORT-522	5.164893999999999	0	0.034732	84.75767484991947	21.16257504026551	51.918102396407825	0.040978
SORT-523	6.080074	0	0.050544	96.60919759929662	39.12611338353912	43.96574792614397	0.052317999999999996
SORT-524	6.554691	0	0.031883999999999996	96.37286906057308	46.29428122355217	36.531253778261394	0.033083999999999995
SORT-525	7.553922	0	0.0004919999999999999	99.19354838709677	87.5	30.241935483870968	0.000496
SORT-526	6.177709	0	0.03905	98.45199677289229	41.120411456232354	43.24072206534893	0.039664
SORT-527	6.116518	0	0.043047999999999996	97.9699590350478	40.02730996813837	43.598088302230316	0.04394
SORT-528	5.845016	0	0.040433	95.97199145502017	36.05032043674342	45.634939473059575	0.04213
SORT-529	4.93839	0	0.039316	99.71593791214366	23.780054783402658	58.810997260829865	0.039428
SORT-53	6.295875	0	0.037786	99.32705956574313	45.64428789232953	40.008411755428206	0.038042
SORT-530	5.929119	0	0.038776	88.47312220498311	34.6490827781327	41.20425298895683	0.043828
SORT-531	5.827007	0	0.04117	97.2550316545403	37.130303316639896	44.86912973636965	0.042331999999999995
SORT-532	6.163263	0	0.034277999999999996	96.77583286278939	35.46583850931677	47.134387351778656	0.03542
SORT-533	6.1161710000000005	0	0.03646	98.20610892635888	41.469590044712604	43.93147659322308	0.037126
SORT-534	6.1549119999999995	0	0.039327	98.49972449030707	40.99083304112609	42.99704453238491	0.039925999999999996
SORT-535	6.2086500000000004	0	0.045429	97.75143090760426	42.32904419675517	41.88578560055085	0.046473999999999994
SORT-536	5.753937	0	0.035708	91.36219424828575	33.12352880974312	44.18176235799815	0.039084
SORT-537	4.42556	0	0.000097	19.63562753036437	0	14.5748987854251	0.000494
SORT-538	5.763236	0	0.035725	90.3195631288871	29.76184456692117	47.529959043333164	0.039554
SORT-539	6.206305	0	0.02616	96.99666295884316	45.63589173155358	41.81683351872451	0.026969999999999997
SORT-54	5.933653	0	0.041860999999999995	99.06053291684415	38.69089876473094	46.575796298925646	0.042258
SORT-540	6.115219000000001	0	0.039105999999999995	96.80182187236991	35.36313678894995	46.68547947918214	0.040397999999999996
SORT-541	6.202737	0	0.040483	98.00755338207524	35.85919721105893	47.1335883406769	0.041305999999999995
SORT-542	6.3517	0	0.039848999999999996	98.46066416287805	59.06305593990907	39.87942281083218	0.040472
SORT-543	5.743807	0	0.033239	98.01545175748997	33.80514272234018	48.4105921207832	0.033912
SORT-544	5.752028	0	0.034422	95.65918185860383	33.32036460649178	46.85693641618497	0.035983999999999995
SORT-545	4.923254	0	0.038751	99.64258164052455	20.611982514785293	61.563383903317046	0.03889
SORT-546	5.7011970000000005	0	0.03265	87.8065834767642	27.39350258175559	45.41469449225473	0.037184
SORT-547	5.404763	0	0.039778	96.35676566057846	24.7953103047333	53.59963180078484	0.041282
SORT-548	5.6577269999999995	0	0.037058	95.89586999275437	40.197702101231755	46.25297588241383	0.038644
SORT-549	5.656623000000001	0	0.037218999999999995	97.6722825801711	29.74859602162389	51.278013961056004	0.038106
SORT-55	5.909109	0	0.034062999999999996	99.15870982766651	39.29902189101071	45.72659524918491	0.034352
SORT-550	5.867033	0	0.039834	98.20037471649738	40.7405581303619	46.1468297012129	0.040563999999999996
SORT-551	5.7646749999999995	0	0.036911	97.4728002535122	34.4776592373508	47.43847047639168	0.037868
SORT-552	5.487091	0	0.033337	86.89656970076113	28.865603169638206	44.62256281930977	0.038363999999999995
SORT-553	4.951938	0	0.046648999999999996	99.67309089355155	21.43070808939789	60.93329344899791	0.046801999999999996
SORT-554	5.286309	0	0.044478	92.98406990843333	22.385750721244303	54.16231132667141	0.047833999999999995
SORT-555	5.878018	0	0.038959	95.09153038808884	33.673419575299	46.07761776909934	0.04097
SORT-556	5.491490000000001	0	0.042813	96.16576819407008	30.718778077268645	49.813566936208446	0.04452
SORT-557	5.87175	0	0.038632	98.50076491585925	36.12952575216726	46.795002549719534	0.03922
SORT-558	5.4642219999999995	0	0.034644999999999995	98.28926463912846	30.747843849296412	51.427031320926005	0.035248
SORT-559	5.820459	0	0.0354	97.47232777135305	30.987389173412634	49.16294950162454	0.036317999999999996
SORT-56	5.258068	0	0.041322	99.00805060379528	28.94383745447575	55.99242859881157	0.041735999999999995
SORT-560	5.518899	0	0.030983999999999998	88.37925723087456	26.430486622168974	48.48536710593873	0.035058
SORT-561	4.8310770000000005	0	0.045198999999999996	99.64066840086416	17.66676954278912	63.20047616948107	0.045362
SORT-562	5.552287	0	0.040267	91.50759021907099	34.705935824015995	46.07990182710663	0.044004
SORT-563	5.457444000000001	0	0.042408	94.7029924073247	34.16703885663242	51.33765073693613	0.04478
SORT-564	5.180706	0	0.040089	96.13669064748201	24.85851318944844	56.122302158273385	0.0417
SORT-565	5.977262	0	0.041194999999999996	98.39256711569695	43.785229769752554	45.182478265023406	0.041867999999999995
SORT-566	5.57581	0	0.039300999999999996	98.40995592948718	30.118189102564102	51.40474759615385	0.039936
SORT-567	5.514732	0	0.036711	95.59160504114155	28.325174460993647	51.89042808040829	0.038404
SORT-568	4.977733	0	0.035019999999999996	87.76502430955841	23.87850233071024	52.32068567991579	0.039902
SORT-569	4.812556	0	0.03059	99.54441913439635	18.997722095671982	63.91799544419135	0.030729999999999997
SORT-57	4.765032000000001	0	0.042266	99.60409105905642	20.629683744167412	62.29438657680162	0.042434
SORT-570	5.258845999999999	0	0.037743	90.26834401607195	27.834114608246434	51.63828565961924	0.041811999999999995
SORT-571	5.5175	0	0.042317	95.48059566787003	29.923285198555956	49.851083032490976	0.04432
SORT-572	5.342569	0	0.039616	93.68142262580402	72.90957245554294	47.18123344684071	0.042288
SORT-573	5.544084	0	0.038127999999999995	97.67894655940974	73.77670748578163	46.13670133729569	0.039034
SORT-574	5.643734	0	0.033562	97.79707442158634	36.674631388775566	50.008741768168306	0.034318
SORT-575	5.338825	0	0.027482	93.03947457512358	24.334755230550478	53.47010630374432	0.029538
SORT-576	5.388334	0	0.029699999999999997	90.46052631578947	65.16812865497076	46.201876218323584	0.032832
SORT-577	4.17542	0	0.027877	99.10765073947668	13.64476678043231	77.38552332195677	0.028128
SORT-578	5.397687	0	0.030913	88.35314965130901	27.192180176060365	47.387675774551276	0.034988
SORT-579	5.808089000000001	0	0.025696999999999998	84.97123206137161	28.92004497057073	41.80940413993783	0.030241999999999998
SORT-58	6.227741	0	0.039935	99.09429280397022	43.727047146401986	40.898263027295286	0.040299999999999996
SORT-580	5.617146	0	0.031879	91.1297238579841	29.79246469612944	46.60396775484535	0.034982
SORT-581	5.595518	0	0.03427	95.50217367071674	28.759335637052725	49.832794560249695	0.035884
SORT-582	5.615726	0	0.034149	97.97727663969702	33.49400355769782	49.80203133069375	0.034853999999999996
SORT-583	5.715383999999999	0	0.029682999999999998	97.23204926624737	36.56970649895178	47.03223270440252	0.030528
SORT-584	2.844983	0	0.005175	56.54501748251748	53.19055944055944	13.035402097902098	0.009152
SORT-585	4.457304	0	0.036083	99.43507495590829	10.659171075837742	73.8205467372134	0.036288
SORT-586	5.873550000000001	0	0.041783	91.5049713109369	35.03569707853357	42.81459419210722	0.045662
SORT-587	5.857155	0	0.037297	89.44124700239809	33.73141486810552	41.38369304556355	0.0417
SORT-588	6.352831	0	0.039157	89.44038373686615	77.56966651439014	34.086340794883505	0.04378
SORT-589	5.718931	0	0.040609	96.27092124602912	40.258878194490535	44.67071262623868	0.042182
SORT-59	6.492853	0	0.0353	98.94607018724072	45.49837425720372	39.94562170646934	0.035676
SORT-590	6.234274	0	0.045848	98.34827748938179	48.243167875069716	40.467201510146296	0.046618
SORT-591	5.902407	0	0.037138	98.18114524401206	37.498017236821234	45.42113889916988	0.037826
